URL,Priority,Route Provenance,Primary Search Intent,Primary Query Family,Secondary Query Families,Commercial Modifiers,Geographic Modifiers,Relevant Entities,Relevant Services,Relevant Sectors,Related Informational Queries,Conversion Intent
"/telford-facilities-management","P1","LEGACY_PROTECTED_BY_DIRECTIVE","Facilities management Telford","Facilities management Telford","Telford commercial property maintenance; FM company Telford; building maintenance Telford","contractor, maintenance, PPM, quote, cost, SLA, emergency, compliance","Telford","Entire Facilities Management Ltd, SFG20, NICEIC, Gas Safe Register, CIBSE, HSE","Hard FM, Soft FM, PPM, Mechanical & Electrical","Commercial, Industrial, Logistics, Corporate","What is included in telford facilities management? How often is PPM required?","Generate commercial facilities management enquiries and site survey requests across Telford."
"/terms-and-conditions","P1","LEGACY_VERIFIED","terms and conditions entire fm","terms and conditions entire fm","entire facilities management; commercial building services UK","contractor, maintenance, PPM, quote, cost, SLA, emergency, compliance","UK Nationwide","Entire Facilities Management Ltd, SFG20, NICEIC, Gas Safe Register, CIBSE, HSE","Hard FM, Soft FM, PPM, Mechanical & Electrical","Commercial, Industrial, Logistics, Corporate","What is included in terms and conditions? How often is PPM required?","Provide clear company information, portal access, or commercial contact pathways."
"/tier-one-facilities-management","P1","LEGACY_VERIFIED","tier one facilities management","tier one facilities management","tier one building maintenance; tier one FM contractor","contractor, maintenance, PPM, quote, cost, SLA, emergency, compliance","UK Nationwide","Entire Facilities Management Ltd, SFG20, NICEIC, Gas Safe Register, CIBSE, HSE","Hard FM, Soft FM, PPM, Mechanical & Electrical","Commercial, Industrial, Logistics, Corporate","What is included in tier one facilities management? How often is PPM required?","Drive sector-specific commercial proposals and estate maintenance consultations."
"/tierone-facilities-managment","P1","LEGACY_VERIFIED","tierone facilities managment facilities management","tierone facilities managment facilities management","tierone facilities managment building maintenance; tierone facilities managment FM contractor","contractor, maintenance, PPM, quote, cost, SLA, emergency, compliance","UK Nationwide","Entire Facilities Management Ltd, SFG20, NICEIC, Gas Safe Register, CIBSE, HSE","Hard FM, Soft FM, PPM, Mechanical & Electrical","Commercial, Industrial, Logistics, Corporate","What is included in tierone facilities managment? How often is PPM required?","Drive sector-specific commercial proposals and estate maintenance consultations."
"/transport-facilities-management","P1","LEGACY_VERIFIED","transport facilities management","transport facilities management","transport building maintenance; transport FM contractor","contractor, maintenance, PPM, quote, cost, SLA, emergency, compliance","UK Nationwide","Entire Facilities Management Ltd, SFG20, NICEIC, Gas Safe Register, CIBSE, HSE","Hard FM, Soft FM, PPM, Mechanical & Electrical","Commercial, Industrial, Logistics, Corporate","What is included in transport facilities management? How often is PPM required?","Drive sector-specific commercial proposals and estate maintenance consultations."
"/vending-supplier","P1","LEGACY_VERIFIED","vending supplier entire fm","vending supplier entire fm","entire facilities management; commercial building services UK","contractor, maintenance, PPM, quote, cost, SLA, emergency, compliance","UK Nationwide","Entire Facilities Management Ltd, SFG20, NICEIC, Gas Safe Register, CIBSE, HSE","Hard FM, Soft FM, PPM, Mechanical & Electrical","Commercial, Industrial, Logistics, Corporate","What is included in vending supplier? How often is PPM required?","Provide clear company information, portal access, or commercial contact pathways."
"/warehouse-facilities-management","P1","LEGACY_VERIFIED","warehouse facilities management","warehouse facilities management","warehouse building maintenance; warehouse FM contractor","contractor, maintenance, PPM, quote, cost, SLA, emergency, compliance","UK Nationwide","Entire Facilities Management Ltd, SFG20, NICEIC, Gas Safe Register, CIBSE, HSE","Hard FM, Soft FM, PPM, Mechanical & Electrical","Commercial, Industrial, Logistics, Corporate","What is included in warehouse facilities management? How often is PPM required?","Drive sector-specific commercial proposals and estate maintenance consultations."
"/washroom-management","P1","LEGACY_VERIFIED","washroom management entire fm","washroom management entire fm","entire facilities management; commercial building services UK","contractor, maintenance, PPM, quote, cost, SLA, emergency, compliance","UK Nationwide","Entire Facilities Management Ltd, SFG20, NICEIC, Gas Safe Register, CIBSE, HSE","Hard FM, Soft FM, PPM, Mechanical & Electrical","Commercial, Industrial, Logistics, Corporate","What is included in washroom management? How often is PPM required?","Provide clear company information, portal access, or commercial contact pathways."
"/what-is-facilities-management","P1","LEGACY_VERIFIED","what is facilities management entire fm","what is facilities management entire fm","entire facilities management; commercial building services UK","contractor, maintenance, PPM, quote, cost, SLA, emergency, compliance","UK Nationwide","Entire Facilities Management Ltd, SFG20, NICEIC, Gas Safe Register, CIBSE, HSE","Hard FM, Soft FM, PPM, Mechanical & Electrical","Commercial, Industrial, Logistics, Corporate","What is included in what is facilities management? How often is PPM required?","Provide clear company information, portal access, or commercial contact pathways."
"/wigan-facilities-management","P2","NEW_GROWTH","Facilities management Wigan","Facilities management Wigan","Wigan commercial property maintenance; FM company Wigan; building maintenance Wigan","contractor, maintenance, PPM, quote, cost, SLA, emergency, compliance","Wigan","Entire Facilities Management Ltd, SFG20, NICEIC, Gas Safe Register, CIBSE, HSE","Hard FM, Soft FM, PPM, Mechanical & Electrical","Commercial, Industrial, Logistics, Corporate","What is included in wigan facilities management? How often is PPM required?","Generate commercial facilities management enquiries and site survey requests across Wigan."
"/window-cleaning","P1","LEGACY_VERIFIED","window cleaning entire fm","window cleaning entire fm","entire facilities management; commercial building services UK","contractor, maintenance, PPM, quote, cost, SLA, emergency, compliance","UK Nationwide","Entire Facilities Management Ltd, SFG20, NICEIC, Gas Safe Register, CIBSE, HSE","Hard FM, Soft FM, PPM, Mechanical & Electrical","Commercial, Industrial, Logistics, Corporate","What is included in window cleaning? How often is PPM required?","Provide clear company information, portal access, or commercial contact pathways."
"/working-at-heights","P1","LEGACY_VERIFIED","working at heights entire fm","working at heights entire fm","entire facilities management; commercial building services UK","contractor, maintenance, PPM, quote, cost, SLA, emergency, compliance","UK Nationwide","Entire Facilities Management Ltd, SFG20, NICEIC, Gas Safe Register, CIBSE, HSE","Hard FM, Soft FM, PPM, Mechanical & Electrical","Commercial, Industrial, Logistics, Corporate","What is included in working at heights? How often is PPM required?","Provide clear company information, portal access, or commercial contact pathways."
